date,team,player_acquired,player_relinquished,notes,category,source_page
2025-09-30,LVA,,Cheyenne Parker-Tyus,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820340.json
2025-10-03,LVA,,Cheyenne Parker-Tyus,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820322.json
2025-10-03,PHO,,Kalani Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820322.json
2025-10-03,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820322.json
2025-10-03,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820322.json
2025-10-03,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820322.json
2025-10-05,LVA,,Kiah Stokes,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820325.json
2025-10-05,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820325.json
2025-10-08,LVA,,Cheyenne Parker-Tyus,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820326.json
2025-10-08,PHO,,Kalani Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820326.json
2025-10-08,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820326.json
2025-10-08,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820326.json
2025-10-08,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820326.json
2025-10-10,PHO,,Satou Sabally,CONCUSSION [playoffs],missed_game_injury,espn_summary_401820329.json
2025-10-10,LVA,,Aaliyah Nye,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820329.json
2025-10-10,LVA,,Cheyenne Parker-Tyus,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820329.json
2025-10-10,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820329.json
2025-10-10,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820329.json
2025-10-17,POR,,,The Portland Fire hired Alex Sarama as Head Coach.,front_office,bbref_transactions_2025.html
2025-10-28,DAL,,,The Dallas Wings hired Jose Fernandez as Head Coach.,front_office,bbref_transactions_2025.html
2025-10-28,SEA,,,The Seattle Storm hired Sonia Raman as Head Coach.,front_office,bbref_transactions_2025.html
2025-11-04,TOR,,,The Toronto Tempo hired Sandy Brondello as Head Coach.,front_office,bbref_transactions_2025.html
2025-12-03,NYL,,,The New York Liberty hired Chris DeMarco as Head Coach.,front_office,bbref_transactions_2025.html
2026-04-01,CHI,,,The Chicago Sky traded a 2026 2nd round pick ( Saffron Shiels later selected) to the Toronto Tempo for Agreement not to take unprotected players in 2026 Expansion Draft.,trade,bbref_transactions_2025.html
2026-04-01,CHI,,,The Chicago Sky traded a 2026 2nd round pick ( Frieda Bühner later selected) to the Portland Fire for a 2026 2nd round pick ( Latasha Lattimore later selected) (Portland also agreed not to take unprotected players in 2026 Expansion Draft).,trade,bbref_transactions_2025.html
2026-04-03,POR,Bridget Carleton,,The Portland Fire drafted Bridget Carleton from the Minnesota Lynx in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Carla Leite,,The Portland Fire drafted Carla Leite from the Golden State Valkyries in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Chloe Bibby,,The Portland Fire drafted Chloe Bibby from the Indiana Fever in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Emily Engstler,,The Portland Fire drafted Emily Engstler from the Washington Mystics in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Haley Jones,,The Portland Fire drafted Haley Jones from the Dallas Wings in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Luisa Geiselsoder,,The Portland Fire drafted Luisa Geiselsoder from the Dallas Wings in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Maya Caldwell,,The Portland Fire drafted Maya Caldwell from the Atlanta Dream in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Nika Mühl,,The Portland Fire drafted Nika Mühl from the Seattle Storm in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Nyadiew Puoch,,The Portland Fire drafted Nyadiew Puoch from the Atlanta Dream in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Sarah Ashlee Barker,,The Portland Fire drafted Sarah Ashlee Barker from the Los Angeles Sparks in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,POR,Sug Sutton,,The Portland Fire drafted Sug Sutton from the Washington Mystics in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Aaliyah Nye,,The Toronto Tempo drafted Aaliyah Nye from the Las Vegas Aces in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Adja Kane,,The Toronto Tempo drafted Adja Kane from the New York Liberty in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Julie Allemand,,The Toronto Tempo drafted Julie Allemand from the Los Angeles Sparks in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Kitija Laksa,,The Toronto Tempo drafted Kitija Laksa from the Phoenix Mercury in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Kristy Wallace,,The Toronto Tempo drafted Kristy Wallace from the Indiana Fever in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Lexi Held,,The Toronto Tempo drafted Lexi Held from the Phoenix Mercury in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Maria Conde,,The Toronto Tempo drafted Maria Conde from the Golden State Valkyries in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Maria Kliundikova,,The Toronto Tempo drafted Maria Kliundikova from the Minnesota Lynx in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Marina Mabrey,,The Toronto Tempo drafted Marina Mabrey from the Connecticut Sun in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Nikolina Milic,,The Toronto Tempo drafted Nikolina Milic from the Connecticut Sun in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-03,TOR,Nyara Sabally,,The Toronto Tempo drafted Nyara Sabally from the New York Liberty in the WNBA expansion draft.,draft,bbref_transactions_2026.html
2026-04-06,ATL,Angel Reese,,The Chicago Sky traded Angel Reese and a 2028 2nd round pick ( later selected) (2028 2nd-rd pick is a right to swap) to the Atlanta Dream for a 2027 1st round pick ( later selected) and a 2028 1st round pick ( later selected).,trade,bbref_transactions_2026.html
2026-04-06,CHI,,Angel Reese,The Chicago Sky traded Angel Reese and a 2028 2nd round pick ( later selected) (2028 2nd-rd pick is a right to swap) to the Atlanta Dream for a 2027 1st round pick ( later selected) and a 2028 1st round pick ( later selected).,trade,bbref_transactions_2026.html
2026-04-07,POR,Chloe Bibby,,The Portland Fire signed Chloe Bibby to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-07,POR,Emily Engstler,,The Portland Fire signed Emily Engstler to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-07,TOR,Lexi Held,,The Toronto Tempo signed Lexi Held to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-07,TOR,Nikolina Milic,,The Toronto Tempo signed Nikolina Milic to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-07,WAS,Madison Scott,,The Washington Mystics signed Madison Scott to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-08,ATL,Sika Koné,,The Atlanta Dream signed Sika Koné to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-08,DAL,Grace Berger,,The Dallas Wings signed Grace Berger to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-08,DAL,Li Yueru,,The Dallas Wings signed Li Yueru to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-08,MIN,Jaylyn Sherrod,,The Minnesota Lynx signed Jaylyn Sherrod to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-08,POR,Maya Caldwell,,The Portland Fire signed Maya Caldwell to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-09,CON,Mamignan Touré,,The Connecticut Sun signed Mamignan Touré to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-09,LVA,Kierstan Bell,,The Las Vegas Aces signed Kierstan Bell.,signing,bbref_transactions_2026.html
2026-04-09,CON,Diamond Miller,,The Dallas Wings traded Diamond Miller to the Connecticut Sun for Rayah Marshall.,trade,bbref_transactions_2026.html
2026-04-09,CON,,Rayah Marshall,The Dallas Wings traded Diamond Miller to the Connecticut Sun for Rayah Marshall.,trade,bbref_transactions_2026.html
2026-04-09,DAL,Rayah Marshall,,The Dallas Wings traded Diamond Miller to the Connecticut Sun for Rayah Marshall.,trade,bbref_transactions_2026.html
2026-04-09,DAL,,Diamond Miller,The Dallas Wings traded Diamond Miller to the Connecticut Sun for Rayah Marshall.,trade,bbref_transactions_2026.html
2026-04-11,ATL,Allisha Gray,,The Atlanta Dream signed Allisha Gray.,signing,bbref_transactions_2026.html
2026-04-11,ATL,Brionna Jones,,The Atlanta Dream signed Brionna Jones.,signing,bbref_transactions_2026.html
2026-04-11,ATL,Jordin Canada,,The Atlanta Dream signed Jordin Canada.,signing,bbref_transactions_2026.html
2026-04-11,ATL,Naz Hillmon,,The Atlanta Dream signed Naz Hillmon.,signing,bbref_transactions_2026.html
2026-04-11,ATL,Rhyne Howard,,The Atlanta Dream signed Rhyne Howard.,signing,bbref_transactions_2026.html
2026-04-11,CHI,Azura Stevens,,The Chicago Sky signed Azura Stevens.,signing,bbref_transactions_2026.html
2026-04-11,CHI,Elizabeth Williams,,The Chicago Sky signed Elizabeth Williams.,signing,bbref_transactions_2026.html
2026-04-11,CHI,Rachel Banham,,The Chicago Sky signed Rachel Banham.,signing,bbref_transactions_2026.html
2026-04-11,CHI,Skylar Diggins,,The Chicago Sky signed Skylar Diggins.,signing,bbref_transactions_2026.html
2026-04-11,CON,Brittney Griner,,The Connecticut Sun signed Brittney Griner.,signing,bbref_transactions_2026.html
2026-04-11,CON,Olivia Nelson-Ododa,,The Connecticut Sun signed Olivia Nelson-Ododa.,signing,bbref_transactions_2026.html
2026-04-11,DAL,Alanna Smith,,The Dallas Wings signed Alanna Smith.,signing,bbref_transactions_2026.html
2026-04-11,DAL,Arike Ogunbowale,,The Dallas Wings signed Arike Ogunbowale.,signing,bbref_transactions_2026.html
2026-04-11,DAL,Awak Kuier,,The Dallas Wings signed Awak Kuier.,signing,bbref_transactions_2026.html
2026-04-11,DAL,Jessica Shepard,,The Dallas Wings signed Jessica Shepard.,signing,bbref_transactions_2026.html
2026-04-11,GSV,Veronica Burton,,The Golden State Valkyries signed Veronica Burton.,signing,bbref_transactions_2026.html
2026-04-11,IND,Kelsey Mitchell,,The Indiana Fever signed Kelsey Mitchell.,signing,bbref_transactions_2026.html
2026-04-11,IND,Lexie Hull,,The Indiana Fever signed Lexie Hull.,signing,bbref_transactions_2026.html
2026-04-11,IND,Monique Billings,,The Indiana Fever signed Monique Billings.,signing,bbref_transactions_2026.html
2026-04-11,LAS,Erica Wheeler,,The Los Angeles Sparks signed Erica Wheeler.,signing,bbref_transactions_2026.html
2026-04-11,POR,Bridget Carleton,,The Portland Fire signed Bridget Carleton.,signing,bbref_transactions_2026.html
2026-04-11,POR,Haley Jones,,The Portland Fire signed Haley Jones.,signing,bbref_transactions_2026.html
2026-04-11,POR,Karlie Samuelson,,The Portland Fire signed Karlie Samuelson.,signing,bbref_transactions_2026.html
2026-04-11,POR,Nyadiew Puoch,,The Portland Fire signed Nyadiew Puoch.,signing,bbref_transactions_2026.html
2026-04-11,SEA,Mackenzie Holmes,,The Seattle Storm signed Mackenzie Holmes to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-11,SEA,Natisha Hiedeman,,The Seattle Storm signed Natisha Hiedeman.,signing,bbref_transactions_2026.html
2026-04-11,SEA,Zia Cooke,,The Seattle Storm signed Zia Cooke to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-11,TOR,Brittney Sykes,,The Toronto Tempo signed Brittney Sykes.,signing,bbref_transactions_2026.html
2026-04-11,TOR,Elizabeth Balogun,,The Toronto Tempo signed Elizabeth Balogun to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-11,TOR,Julie Allemand,,The Toronto Tempo signed Julie Allemand.,signing,bbref_transactions_2026.html
2026-04-11,TOR,Kristy Wallace,,The Toronto Tempo signed Kristy Wallace to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-11,TOR,Laura Juškaitė,,The Toronto Tempo signed Laura Juškaitė.,signing,bbref_transactions_2026.html
2026-04-11,TOR,Maria Conde,,The Toronto Tempo signed Maria Conde to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-11,TOR,Marina Mabrey,,The Toronto Tempo signed Marina Mabrey.,signing,bbref_transactions_2026.html
2026-04-11,CHI,Jacy Sheldon,,The Washington Mystics traded Jacy Sheldon to the Chicago Sky for a 2028 1st round pick ( later selected).,trade,bbref_transactions_2026.html
2026-04-11,WAS,,Jacy Sheldon,The Washington Mystics traded Jacy Sheldon to the Chicago Sky for a 2028 1st round pick ( later selected).,trade,bbref_transactions_2026.html
2026-04-12,ATL,Isobel Borlase,,The Atlanta Dream signed Isobel Borlase.,signing,bbref_transactions_2026.html
2026-04-12,CHI,Ariel Atkins,,The Chicago Sky signed Ariel Atkins.,signing,bbref_transactions_2026.html
2026-04-12,CHI,Courtney Vandersloot,,The Chicago Sky signed Courtney Vandersloot.,signing,bbref_transactions_2026.html
2026-04-12,CHI,DiJonai Carrington,,The Chicago Sky signed DiJonai Carrington.,signing,bbref_transactions_2026.html
2026-04-12,CON,Kennedy Burke,,The Connecticut Sun signed Kennedy Burke.,signing,bbref_transactions_2026.html
2026-04-12,DAL,Amy Okonkwo,,The Dallas Wings signed Amy Okonkwo to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,DAL,Costanza Verona,,The Dallas Wings signed Costanza Verona.,signing,bbref_transactions_2026.html
2026-04-12,DAL,Dulcy Fankam Mendjiadeu,,The Dallas Wings signed Dulcy Fankam Mendjiadeu to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,DAL,Lindsay Allen,,The Dallas Wings signed Lindsay Allen.,signing,bbref_transactions_2026.html
2026-04-12,DAL,Shyanne Sellers,,The Dallas Wings signed Shyanne Sellers to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,GSV,Cecilia Zandalasini,,The Golden State Valkyries signed Cecilia Zandalasini.,signing,bbref_transactions_2026.html
2026-04-12,GSV,Gabby Williams,,The Golden State Valkyries signed Gabby Williams.,signing,bbref_transactions_2026.html
2026-04-12,GSV,Iliana Rupert,,The Golden State Valkyries signed Iliana Rupert to a multi-year contract.,signing,bbref_transactions_2026.html
2026-04-12,GSV,Justė Jocytė,,The Golden State Valkyries signed Justė Jocytė.,signing,bbref_transactions_2026.html
2026-04-12,GSV,Kaila Charles,,The Golden State Valkyries signed Kaila Charles.,signing,bbref_transactions_2026.html
2026-04-12,GSV,Mariella Fasoula,,The Golden State Valkyries signed Mariella Fasoula.,signing,bbref_transactions_2026.html
2026-04-12,GSV,Miela Sowah,,The Golden State Valkyries signed Miela Sowah.,signing,bbref_transactions_2026.html
2026-04-12,IND,Damiris Dantas,,The Indiana Fever signed Damiris Dantas.,signing,bbref_transactions_2026.html
2026-04-12,IND,Sophie Cunningham,,The Indiana Fever signed Sophie Cunningham.,signing,bbref_transactions_2026.html
2026-04-12,IND,Tyasha Harris,,The Indiana Fever signed Tyasha Harris.,signing,bbref_transactions_2026.html
2026-04-12,LAS,Dearica Hamby,,The Los Angeles Sparks signed Dearica Hamby.,signing,bbref_transactions_2026.html
2026-04-12,LAS,Emma Cannon,,The Los Angeles Sparks signed Emma Cannon to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,LAS,Julie Vanloo,,The Los Angeles Sparks signed Julie Vanloo to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,LAS,Kelsey Plum,,The Los Angeles Sparks signed Kelsey Plum.,signing,bbref_transactions_2026.html
2026-04-12,LAS,Nneka Ogwumike,,The Los Angeles Sparks signed Nneka Ogwumike.,signing,bbref_transactions_2026.html
2026-04-12,LVA,Chelsea Gray,,The Las Vegas Aces signed Chelsea Gray.,signing,bbref_transactions_2026.html
2026-04-12,LVA,Cheyenne Parker-Tyus,,The Las Vegas Aces signed Cheyenne Parker-Tyus.,signing,bbref_transactions_2026.html
2026-04-12,LVA,Dana Evans,,The Las Vegas Aces signed Dana Evans.,signing,bbref_transactions_2026.html
2026-04-12,LVA,Jackie Young,,The Las Vegas Aces signed Jackie Young.,signing,bbref_transactions_2026.html
2026-04-12,LVA,Stephanie Talbot,,The Las Vegas Aces signed Stephanie Talbot.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Antonia Delaere,,The Minnesota Lynx signed Antonia Delaere.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Aubrey Griffin,,The Minnesota Lynx signed Aubrey Griffin.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Courtney Williams,,The Minnesota Lynx signed Courtney Williams.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Eliška Hamzová,,The Minnesota Lynx signed Eliška Hamzová.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Emma Čechová,,The Minnesota Lynx signed Emma Čechová.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Kayla McBride,,The Minnesota Lynx signed Kayla McBride.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Natasha Howard,,The Minnesota Lynx signed Natasha Howard.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Nia Coffey,,The Minnesota Lynx signed Nia Coffey.,signing,bbref_transactions_2026.html
2026-04-12,MIN,Reigan Richardson,,The Minnesota Lynx signed Reigan Richardson to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,NYL,Anneli Maley,,The New York Liberty signed Anneli Maley to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,NYL,Raquel Carrera,,The New York Liberty signed Raquel Carrera to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,PHO,Aisha Sheppard,,The Phoenix Mercury signed Aisha Sheppard to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,PHO,Alyssa Thomas,,The Phoenix Mercury signed Alyssa Thomas.,signing,bbref_transactions_2026.html
2026-04-12,PHO,Ashten Prechtel,,The Phoenix Mercury signed Ashten Prechtel to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,PHO,DeWanna Bonner,,The Phoenix Mercury signed DeWanna Bonner.,signing,bbref_transactions_2026.html
2026-04-12,PHO,Jaime Nared,,The Phoenix Mercury signed Jaime Nared to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,PHO,Kahleah Copper,,The Phoenix Mercury signed Kahleah Copper.,signing,bbref_transactions_2026.html
2026-04-12,PHO,Kiana Williams,,The Phoenix Mercury signed Kiana Williams to a training camp contract.,signing,bbref_transactions_2026.html
2026-04-12,PHO,Kyara Linskens,,The Phoenix Mercury signed Kyara Linskens to a training camp contract.,signing,bbref_transactions_2026.html
